fix,active_nozzles,shut_nozzles,min_clearance_m,buffer_m,reason
337,6,,24.5,1.5,All 6 nozzles spray. Nearest nozzle is 24.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
338,6,,24.59,1.5,All 6 nozzles spray. Nearest nozzle is 24.6 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
339,6,,24.53,1.5,All 6 nozzles spray. Nearest nozzle is 24.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
340,6,,12.62,1.5,All 6 nozzles spray. Nearest nozzle is 12.6 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
341,6,,12.62,1.5,All 6 nozzles spray. Nearest nozzle is 12.6 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
342,6,,12.52,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
343,6,,12.27,1.5,All 6 nozzles spray. Nearest nozzle is 12.3 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
344,6,,12.29,1.5,All 6 nozzles spray. Nearest nozzle is 12.3 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
345,6,,12.34,1.5,All 6 nozzles spray. Nearest nozzle is 12.3 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
346,6,,12.47,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
347,6,,12.66,1.5,All 6 nozzles spray. Nearest nozzle is 12.7 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
348,6,,12.39,1.5,All 6 nozzles spray. Nearest nozzle is 12.4 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
349,6,,12.53,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
350,6,,12.54,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
351,6,,12.5,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
352,6,,12.64,1.5,All 6 nozzles spray. Nearest nozzle is 12.6 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
353,6,,12.74,1.5,All 6 nozzles spray. Nearest nozzle is 12.7 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
354,6,,12.89,1.5,All 6 nozzles spray. Nearest nozzle is 12.9 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
355,6,,13.16,1.5,All 6 nozzles spray. Nearest nozzle is 13.2 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
356,6,,13.15,1.5,All 6 nozzles spray. Nearest nozzle is 13.1 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
357,6,,13.1,1.5,All 6 nozzles spray. Nearest nozzle is 13.1 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
358,6,,13.26,1.5,All 6 nozzles spray. Nearest nozzle is 13.3 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
359,6,,13.19,1.5,All 6 nozzles spray. Nearest nozzle is 13.2 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
360,6,,13.17,1.5,All 6 nozzles spray. Nearest nozzle is 13.2 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
361,6,,13.41,1.5,All 6 nozzles spray. Nearest nozzle is 13.4 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
362,6,,13.11,1.5,All 6 nozzles spray. Nearest nozzle is 13.1 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
363,6,,12.76,1.5,All 6 nozzles spray. Nearest nozzle is 12.8 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
364,6,,12.73,1.5,All 6 nozzles spray. Nearest nozzle is 12.7 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
365,6,,12.42,1.5,All 6 nozzles spray. Nearest nozzle is 12.4 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
366,6,,12.61,1.5,All 6 nozzles spray. Nearest nozzle is 12.6 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
367,6,,12.71,1.5,All 6 nozzles spray. Nearest nozzle is 12.7 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
368,6,,12.68,1.5,All 6 nozzles spray. Nearest nozzle is 12.7 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
369,6,,12.96,1.5,All 6 nozzles spray. Nearest nozzle is 13.0 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
370,6,,12.93,1.5,All 6 nozzles spray. Nearest nozzle is 12.9 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
371,6,,12.64,1.5,All 6 nozzles spray. Nearest nozzle is 12.6 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
372,6,,12.48,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
373,6,,12.52,1.5,All 6 nozzles spray. Nearest nozzle is 12.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
374,5,1,0.72,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
375,5,1,0.58,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
376,5,1,0.78,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
377,5,1,0.84,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
378,5,1,0.86,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
379,5,1,0.96,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
380,5,1,1.03,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
381,5,1,1.2,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
382,5,1,1.07,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
383,5,1,1.02,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
384,5,1,1.11,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
385,5,1,1.22,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
386,5,1,1.43,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
387,5,1,1.45,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
388,6,,1.53,1.5,All 6 nozzles spray. Nearest nozzle is 1.5 m from the organic line; safety buffer is 1.5 m (error 1.0 m + drift 0.5 m). Margin OK.
389,5,1,1.46,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
390,5,1,1.37,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
391,5,1,1.19,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
392,5,1,1.18,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
393,5,1,1.07,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
394,5,1,1.02,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
395,5,1,1.08,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
396,5,1,1.12,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
397,5,1,1.11,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
398,5,1,1.23,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
399,5,1,1.14,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
400,5,1,1.28,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
401,5,1,1.3,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
402,5,1,1.3,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
403,5,1,1.16,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
404,5,1,1.01,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
405,5,1,0.93,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
406,5,1,1.07,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
407,5,1,0.93,1.5,PARTIAL CUT — nozzles [1] off. Their footprint is within the 1.5 m buffer of the organic line; southern nozzles still spray (5/6 active).
